0min,1min,2min,4min,6min,8min,10min,15min,20min,25min,30min,35min,40min,45min,50min,55min,NaNmin
0,0,0,0,19,19,8,6,23,61,2,0,4,0,51,2,NaN
0,1,2,0,27,71,43,4,1,79,12,0,1,9,2,48,NaN
0,0,2,0,3,23,0,6,54,0,3,2,1,2,0,18,NaN
0,0,0,0,13,2,8,12,44,2,0,0,2,0,3,6,NaN
0,0,0,0,12,0,20,155,40,9,38,0,0,0,1,0,NaN
0,0,2,3,9,0,2,24,2,0,26,0,2,4,21,8,NaN
0,0,1,0,1,7,16,18,40,0,26,0,3,6,4,10,NaN
1,1,0,0,0,0,23,0,14,10,19,17,0,2,0,0,NaN
0,1,0,0,0,2,20,95,10,15,14,4,5,2,5,15,NaN
0,0,0,0,19,35,6,20,24,0,0,0,0,13,0,18,NaN
0,0,0,1,0,17,1,16,17,45,0,6,1,0,0,0,NaN
0,0,1,0,2,26,5,54,23,2,104,17,1,2,0,7,NaN
0,1,0,0,1,5,12,13,22,1,40,2,2,0,3,29,NaN
0,0,0,0,14,65,49,44,55,0,0,5,0,16,0,3,NaN
1,0,0,1,1,47,12,17,0,0,16,3,0,0,1,3,NaN
0,8,0,1,4,2,0,0,66,31,14,3,2,1,11,0,NaN
0,0,0,0,3,25,38,43,0,4,10,2,4,2,2,1,NaN
0,0,0,0,3,0,32,12,125,4,10,2,2,0,17,2,NaN
1,0,0,0,29,23,0,0,27,29,21,4,1,0,19,15,NaN
0,1,0,0,5,44,4,43,114,3,16,3,1,35,2,0,NaN
0,0,0,0,15,0,5,37,6,51,8,15,0,1,2,13,NaN
0,0,0,1,0,2,0,40,114,3,8,3,2,3,1,0,NaN
0,1,0,0,19,0,1,0,59,10,1,51,5,12,2,1,NaN
0,0,0,0,0,1,3,27,27,54,4,3,0,11,31,4,NaN
0,0,0,0,4,46,9,9,89,1,11,0,11,1,8,1,NaN
0,0,1,1,20,9,58,25,32,35,2,10,1,4,4,0,NaN
2,0,1,0,19,12,0,33,13,0,22,7,5,0,0,1,NaN
3,2,1,0,0,12,22,16,45,6,1,1,10,0,1,7,NaN
0,0,0,0,1,25,7,60,84,27,0,7,0,1,2,10,NaN
0,0,0,0,0,21,22,2,6,0,1,0,0,1,0,13,NaN
3,0,0,0,3,39,14,32,6,0,7,9,16,9,0,3,NaN
0,0,2,2,13,20,48,64,17,48,40,4,42,6,0,25,NaN
1,0,0,1,1,5,34,52,33,4,14,7,17,13,0,5,NaN
0,0,1,0,0,13,2,28,29,12,1,13,11,18,0,1,NaN
1,0,3,0,20,0,73,25,21,4,0,12,8,3,17,2,NaN
0,0,0,0,8,35,19,17,40,9,10,67,5,1,3,6,NaN
0,1,3,0,0,4,55,0,7,4,31,23,11,0,1,1,NaN
0,0,1,0,35,0,18,5,37,6,12,0,3,0,0,9,NaN
0,0,0,0,1,10,9,8,1,14,7,0,0,2,6,5,NaN
0,0,0,1,8,20,18,28,49,3,0,9,0,2,11,9,NaN
1,0,2,0,0,1,6,18,0,14,0,8,3,8,0,0,NaN
0,0,1,0,1,44,12,123,15,3,2,6,0,13,0,3,NaN
0,0,0,0,11,27,25,57,29,32,5,1,3,1,0,2,NaN
0,0,1,0,0,43,11,8,62,15,1,6,7,0,1,2,NaN
1,0,0,1,33,15,4,15,15,17,0,1,1,31,0,10,NaN
0,0,0,1,0,26,64,26,2,15,4,25,3,1,3,1,NaN
0,0,0,2,0,51,8,87,8,4,0,9,0,1,9,10,NaN
0,0,1,0,1,6,12,17,5,59,1,0,1,14,0,17,NaN
0,1,0,0,8,2,0,11,28,2,18,25,0,0,2,14,NaN
0,0,2,1,2,0,1,45,11,3,5,16,1,1,3,0,NaN
1,1,0,0,7,0,9,0,28,42,2,7,0,28,0,0,NaN
2,0,0,0,1,25,39,1,8,0,0,0,0,0,1,34,NaN
0,0,0,1,20,17,12,83,80,12,25,0,0,7,1,29,NaN
0,1,1,0,0,0,0,0,51,3,17,1,0,1,NaN,1,NaN
0,0,0,0,0,32,43,4,69,29,24,4,33,14,NaN,1,NaN
0,0,0,0,2,0,7,9,25,1,17,11,1,17,NaN,7,NaN
0,0,0,0,2,36,11,40,9,13,14,26,0,0,NaN,0,NaN
0,0,0,0,0,0,26,48,29,0,38,14,0,1,NaN,2,NaN
0,0,0,1,2,0,40,42,14,29,0,3,14,2,NaN,39,NaN
0,0,1,0,0,1,22,2,81,47,4,0,6,0,NaN,0,NaN
1,0,0,0,1,13,5,2,37,3,3,17,9,2,NaN,0,NaN
0,0,0,0,18,4,8,56,12,0,21,10,3,29,NaN,16,NaN
0,0,0,0,1,31,18,1,1,3,59,12,12,0,NaN,6,NaN
0,0,0,1,0,15,27,7,17,35,4,10,1,0,NaN,0,NaN
0,0,0,0,2,15,6,0,15,5,72,12,2,2,NaN,17,NaN
0,0,0,0,1,0,24,39,53,18,16,0,0,0,NaN,5,NaN
1,0,1,0,20,15,44,32,36,1,32,0,3,0,NaN,6,NaN
0,0,0,0,9,2,10,14,32,10,0,32,19,1,NaN,5,NaN
0,0,1,1,2,19,1,38,0,3,6,3,4,0,NaN,83,NaN
0,0,0,17,12,2,3,16,11,0,16,11,6,2,NaN,1,NaN
0,0,0,1,33,39,32,30,54,32,10,19,1,4,NaN,0,NaN
1,0,2,0,1,0,40,67,40,14,6,8,3,0,NaN,0,NaN
0,0,0,7,0,24,12,11,6,7,3,0,7,1,NaN,23,NaN
1,0,0,0,1,50,24,7,44,18,0,22,15,5,NaN,0,NaN
0,0,3,1,10,0,20,27,23,12,25,0,5,1,NaN,5,NaN
0,0,0,0,1,12,36,9,33,18,4,16,2,0,NaN,1,NaN
0,0,0,1,37,50,2,25,27,3,1,8,3,6,NaN,9,NaN
0,0,0,3,7,14,27,0,37,20,35,0,0,1,NaN,1,NaN
0,0,0,0,0,19,25,17,11,3,11,23,0,4,NaN,7,NaN
0,0,0,0,0,47,11,17,69,0,0,0,0,2,NaN,5,NaN
0,0,0,0,1,46,19,32,24,4,9,7,1,0,NaN,31,NaN
0,1,0,1,1,33,26,6,3,9,36,7,0,0,NaN,1,NaN
1,0,0,0,3,2,25,0,42,0,10,20,0,1,NaN,0,NaN
0,0,0,1,5,9,2,60,65,0,14,17,1,1,NaN,0,NaN
0,2,0,1,1,0,7,46,56,11,1,10,1,0,NaN,18,NaN
1,1,0,0,0,43,9,0,5,0,16,5,0,0,NaN,55,NaN
0,1,0,0,1,0,9,1,90,0,8,16,1,9,NaN,2,NaN
0,1,0,0,0,18,59,1,56,21,2,0,0,0,NaN,0,NaN
0,2,0,0,0,14,4,57,34,40,0,11,1,21,NaN,5,NaN
0,1,0,0,7,24,56,50,31,8,11,20,0,2,NaN,5,NaN
0,0,0,0,2,13,0,4,7,23,1,39,0,1,NaN,2,NaN
0,0,1,1,0,12,18,34,22,4,6,16,19,33,NaN,0,NaN
0,0,0,0,20,20,12,0,36,30,10,1,54,1,NaN,4,NaN
0,0,2,0,2,1,1,47,43,6,2,0,3,1,NaN,0,NaN
0,0,0,4,1,28,26,0,26,9,2,51,1,0,NaN,0,NaN
0,0,0,1,3,13,39,20,61,3,0,4,7,14,NaN,9,NaN
0,0,0,2,0,2,6,46,15,1,53,13,0,1,NaN,8,NaN
0,0,0,0,0,69,6,30,11,0,0,1,1,0,NaN,47,NaN
2,2,0,0,22,6,12,36,0,0,2,1,0,1,NaN,1,NaN
0,0,0,0,0,6,52,3,0,0,14,12,0,1,NaN,12,NaN
1,0,0,2,25,33,44,31,57,34,3,0,2,1,NaN,19,NaN
2,0,0,0,20,3,13,71,37,30,7,9,8,2,NaN,21,NaN
0,0,0,0,10,22,2,13,30,45,14,5,46,1,NaN,23,NaN
0,0,0,0,2,32,104,34,30,1,45,4,6,3,NaN,0,NaN
0,3,0,0,2,5,14,21,0,6,0,8,20,2,NaN,1,NaN
2,0,0,0,0,8,13,29,38,3,25,1,1,1,NaN,6,NaN
0,0,1,3,1,13,35,53,20,1,1,15,19,5,NaN,13,NaN
0,1,0,0,2,23,48,26,25,6,9,11,0,29,NaN,10,NaN
9,0,1,1,10,0,12,30,55,0,38,9,0,10,NaN,2,NaN
0,1,0,0,2,1,64,29,35,15,0,5,6,0,NaN,5,NaN
0,0,1,0,1,3,0,52,39,18,5,47,0,2,NaN,1,NaN
1,0,1,0,40,0,3,31,7,0,1,3,3,1,NaN,10,NaN
4,0,0,0,2,12,5,0,46,7,1,18,1,1,NaN,0,NaN
0,1,0,0,0,20,62,20,1,0,13,2,5,0,NaN,0,NaN
0,0,0,0,0,19,24,37,9,6,5,48,9,0,NaN,30,NaN
0,0,0,7,28,51,1,4,16,7,3,11,4,0,NaN,1,NaN
0,0,0,0,4,16,1,3,2,18,5,2,3,2,NaN,0,NaN
1,0,0,0,9,16,44,54,33,19,8,3,5,2,NaN,7,NaN
0,0,0,0,1,0,18,16,36,NaN,14,1,1,9,NaN,17,NaN
0,0,0,0,2,3,20,84,0,NaN,10,9,4,3,NaN,0,NaN
0,0,1,0,1,1,65,10,28,NaN,6,9,0,4,NaN,6,NaN
2,0,0,0,19,1,59,43,5,NaN,2,0,1,0,NaN,24,NaN
0,1,0,1,1,35,0,7,12,NaN,0,4,0,0,NaN,29,NaN
0,0,0,0,2,49,48,33,68,NaN,31,18,3,0,NaN,12,NaN
0,0,0,0,0,10,3,26,2,NaN,5,3,1,0,NaN,6,NaN
1,0,0,1,14,27,37,25,16,NaN,29,0,3,0,NaN,0,NaN
6,0,2,1,2,15,20,34,1,NaN,4,7,1,0,NaN,2,NaN
0,0,0,1,1,0,0,9,52,NaN,5,33,0,0,NaN,0,NaN
0,0,0,0,3,4,46,49,17,NaN,9,32,16,4,NaN,12,NaN
1,0,0,0,0,1,0,21,18,NaN,2,15,0,1,NaN,5,NaN
0,0,0,1,0,15,32,26,7,NaN,5,79,6,0,NaN,1,NaN
1,0,3,0,0,3,0,0,47,NaN,3,12,8,1,NaN,21,NaN
0,0,2,0,10,24,0,60,88,NaN,5,2,1,1,NaN,1,NaN
0,0,0,1,22,12,24,31,42,NaN,16,11,3,3,NaN,6,NaN
0,0,0,0,10,1,79,32,22,NaN,7,0,0,6,NaN,9,NaN
0,0,0,0,0,9,73,21,0,NaN,11,19,1,0,NaN,6,NaN
0,0,0,1,1,14,40,50,7,NaN,8,28,0,2,NaN,22,NaN
2,1,0,0,16,1,26,39,1,NaN,5,18,0,5,NaN,23,NaN
1,2,1,0,11,15,32,10,21,NaN,0,3,3,0,NaN,12,NaN
0,0,0,3,0,6,16,7,26,NaN,42,0,3,0,NaN,1,NaN
1,0,0,1,1,31,23,12,7,NaN,2,0,0,0,NaN,5,NaN
1,0,1,0,0,1,58,0,5,NaN,26,48,2,15,NaN,0,NaN
0,0,0,2,5,14,0,4,35,NaN,51,14,3,11,NaN,2,NaN
0,0,0,0,0,51,13,11,22,NaN,1,0,3,3,NaN,0,NaN
0,0,0,0,25,9,0,1,4,NaN,18,1,0,3,NaN,0,NaN
0,2,0,1,40,12,89,44,37,NaN,9,67,0,16,NaN,0,NaN
0,0,0,0,13,44,61,4,2,NaN,1,6,0,3,NaN,11,NaN
0,0,1,1,0,23,21,3,53,NaN,17,0,0,1,NaN,3,NaN
0,0,1,0,0,37,37,82,0,NaN,3,19,0,1,NaN,1,NaN
0,0,0,3,1,55,12,8,12,NaN,19,0,4,6,NaN,0,NaN
0,0,2,1,0,21,11,36,6,NaN,8,4,4,10,NaN,9,NaN
0,1,0,1,3,15,0,56,50,NaN,19,9,0,1,NaN,0,NaN
0,0,0,0,0,0,11,44,5,NaN,3,17,1,0,NaN,1,NaN
0,0,9,2,0,27,46,11,0,NaN,3,100,3,4,NaN,0,NaN
0,0,0,0,0,18,80,53,22,NaN,1,0,5,0,NaN,5,NaN
0,0,0,0,1,6,11,27,44,NaN,1,6,0,57,NaN,0,NaN
1,0,0,0,0,44,19,35,1,NaN,29,3,3,10,NaN,10,NaN
1,0,0,2,2,9,21,11,12,NaN,8,0,14,1,NaN,1,NaN
0,0,0,0,1,0,10,40,7,NaN,3,17,1,81,NaN,1,NaN
0,0,0,0,21,8,84,20,30,NaN,0,4,0,2,NaN,78,NaN
0,1,1,0,17,37,5,34,2,NaN,15,6,3,6,NaN,2,NaN
0,0,0,0,14,7,9,2,21,NaN,83,0,7,2,NaN,0,NaN
0,1,0,0,2,13,0,12,41,NaN,3,1,11,3,NaN,0,NaN
1,0,0,0,0,3,7,24,30,NaN,1,3,3,3,NaN,33,NaN
0,0,0,0,8,34,3,27,30,NaN,18,19,1,1,NaN,1,NaN
0,0,0,0,0,26,48,58,1,NaN,32,6,52,0,NaN,4,NaN
1,0,0,0,29,1,0,18,6,NaN,0,18,3,0,NaN,0,NaN
0,0,0,0,0,38,25,13,25,NaN,110,0,5,7,NaN,2,NaN
0,0,0,0,18,3,17,43,22,NaN,17,0,0,1,NaN,1,NaN
2,0,0,0,1,2,1,0,5,NaN,47,4,4,5,NaN,1,NaN
0,0,0,0,0,28,22,43,74,NaN,5,0,10,3,NaN,0,NaN
0,0,0,0,9,3,29,51,0,NaN,38,1,8,0,NaN,5,NaN
0,0,0,0,2,29,36,102,21,NaN,0,4,10,0,NaN,0,NaN
0,0,0,0,0,8,33,1,83,NaN,2,9,3,1,NaN,0,NaN
0,0,0,1,11,17,4,1,16,NaN,39,0,1,2,NaN,2,NaN
0,0,0,0,0,48,74,32,38,NaN,1,7,1,1,NaN,3,NaN
1,0,0,1,0,4,14,44,80,NaN,1,57,6,4,NaN,0,NaN
0,0,0,0,39,62,56,15,0,NaN,7,0,37,0,NaN,0,NaN
0,1,0,0,0,22,1,38,4,NaN,6,3,2,0,NaN,2,NaN
2,0,0,0,32,54,1,41,30,NaN,25,3,3,0,NaN,0,NaN
1,2,1,3,0,8,40,6,12,NaN,93,12,4,11,NaN,2,NaN
0,0,2,1,0,6,34,37,1,NaN,19,9,1,1,NaN,2,NaN
1,0,0,0,6,0,40,51,30,NaN,17,3,3,0,NaN,0,NaN
0,0,0,0,10,0,27,3,19,NaN,1,17,0,0,NaN,1,NaN
1,10,0,0,1,0,1,21,38,NaN,13,4,3,2,NaN,0,NaN
0,0,0,5,1,46,109,45,9,NaN,7,6,1,8,NaN,1,NaN
1,0,0,0,3,19,1,55,66,NaN,1,4,2,31,NaN,17,NaN
0,1,6,0,20,6,21,1,55,NaN,1,47,1,17,NaN,0,NaN
0,0,0,2,0,0,42,13,2,NaN,10,6,0,20,NaN,8,NaN
0,2,1,0,15,0,12,0,49,NaN,2,5,26,0,NaN,1,NaN
1,0,0,1,1,44,45,30,28,NaN,1,9,47,2,NaN,1,NaN
0,0,1,0,0,22,48,2,22,NaN,18,2,0,4,NaN,0,NaN
1,0,0,0,4,23,0,33,61,NaN,6,10,0,4,NaN,0,NaN
0,0,0,0,0,0,0,15,67,NaN,1,3,2,3,NaN,1,NaN
1,1,0,0,2,7,63,0,26,NaN,1,14,14,1,NaN,28,NaN
0,0,0,1,11,0,0,75,3,NaN,1,9,1,11,NaN,0,NaN
1,2,0,8,3,51,13,37,4,NaN,11,19,1,2,NaN,0,NaN
0,0,0,0,6,54,41,41,58,NaN,NaN,17,0,2,NaN,0,NaN
0,1,0,0,2,4,70,20,19,NaN,NaN,1,1,0,NaN,1,NaN
1,0,0,0,23,14,47,31,55,NaN,NaN,2,7,1,NaN,0,NaN
0,1,0,0,0,30,55,6,22,NaN,NaN,3,2,7,NaN,0,NaN
0,0,0,0,8,36,57,9,23,NaN,NaN,6,1,0,NaN,9,NaN
0,0,0,1,5,31,32,37,35,NaN,NaN,23,17,0,NaN,3,NaN
1,1,0,0,1,13,0,1,15,NaN,NaN,11,11,3,NaN,0,NaN
0,1,0,0,0,3,0,1,49,NaN,NaN,29,0,7,NaN,1,NaN
0,0,0,0,23,2,28,38,0,NaN,NaN,0,6,2,NaN,7,NaN
0,0,0,0,31,22,7,28,30,NaN,NaN,14,0,11,NaN,6,NaN
0,0,0,8,0,0,36,0,8,NaN,NaN,5,3,8,NaN,7,NaN
3,0,0,0,21,8,7,10,18,NaN,NaN,10,14,0,NaN,5,NaN
1,0,0,0,5,16,63,7,2,NaN,NaN,1,2,1,NaN,2,NaN
0,0,0,0,0,24,35,52,31,NaN,NaN,1,5,7,NaN,30,NaN
0,0,2,0,0,25,19,10,19,NaN,NaN,0,8,4,NaN,0,NaN
0,0,0,0,0,14,100,9,0,NaN,NaN,2,2,6,NaN,0,NaN
0,0,0,1,0,1,0,55,16,NaN,NaN,2,1,5,NaN,1,NaN
0,0,0,1,0,0,69,43,99,NaN,NaN,12,11,1,NaN,13,NaN
12,0,1,4,0,15,2,72,33,NaN,NaN,10,5,44,NaN,1,NaN
0,0,1,0,1,10,2,79,36,NaN,NaN,7,0,2,NaN,1,NaN
0,0,0,1,9,33,37,16,3,NaN,NaN,5,1,0,NaN,2,NaN
0,0,1,0,0,33,72,54,21,NaN,NaN,0,0,0,NaN,3,NaN
0,0,0,2,1,18,12,15,0,NaN,NaN,6,4,2,NaN,32,NaN
1,1,0,1,1,3,0,25,5,NaN,NaN,1,0,5,NaN,22,NaN
0,0,1,0,25,4,1,13,0,NaN,NaN,10,1,24,NaN,23,NaN
3,0,0,0,1,19,1,0,11,NaN,NaN,0,1,9,NaN,0,NaN
0,0,1,0,0,16,13,5,72,NaN,NaN,25,18,8,NaN,12,NaN
0,0,0,1,1,0,66,3,45,NaN,NaN,0,11,0,NaN,0,NaN
0,1,0,0,2,20,3,0,3,NaN,NaN,2,1,1,NaN,35,NaN
0,1,0,0,1,38,68,5,44,NaN,NaN,0,1,2,NaN,3,NaN
0,0,0,1,2,5,0,21,12,NaN,NaN,1,3,0,NaN,1,NaN
0,8,0,1,10,0,48,7,6,NaN,NaN,4,1,3,NaN,17,NaN
0,0,0,0,0,0,11,12,4,NaN,NaN,3,6,0,NaN,0,NaN
0,1,0,0,0,14,3,5,12,NaN,NaN,21,0,1,NaN,0,NaN
0,1,0,0,2,0,5,57,62,NaN,NaN,0,12,1,NaN,16,NaN
0,1,0,0,0,9,15,6,39,NaN,NaN,22,8,1,NaN,15,NaN
0,0,0,0,0,11,28,28,0,NaN,NaN,6,1,0,NaN,11,NaN
0,0,0,2,1,0,0,13,43,NaN,NaN,17,3,0,NaN,0,NaN
0,0,0,0,14,8,43,2,9,NaN,NaN,2,6,0,NaN,1,NaN
0,0,0,2,6,10,32,9,119,NaN,NaN,9,1,3,NaN,0,NaN
0,0,0,1,6,6,48,9,4,NaN,NaN,13,20,4,NaN,1,NaN
2,0,0,0,21,23,80,10,57,NaN,NaN,10,0,0,NaN,0,NaN
0,0,0,0,1,19,25,3,47,NaN,NaN,18,9,6,NaN,1,NaN
0,0,0,0,0,22,7,57,25,NaN,NaN,2,21,0,NaN,3,NaN
0,0,0,0,9,0,33,30,39,NaN,NaN,0,0,3,NaN,6,NaN
4,0,0,1,23,19,18,33,48,NaN,NaN,4,1,0,NaN,1,NaN
1,0,0,0,8,10,0,25,59,NaN,NaN,3,11,1,NaN,0,NaN
0,0,0,0,19,50,35,6,25,NaN,NaN,4,0,3,NaN,0,NaN
0,0,1,0,5,0,71,13,1,NaN,NaN,15,7,43,NaN,1,NaN
0,0,1,11,0,1,32,42,94,NaN,NaN,4,0,0,NaN,1,NaN
0,0,3,1,4,0,0,0,3,NaN,NaN,14,0,26,NaN,0,NaN
0,0,0,0,15,6,28,16,20,NaN,NaN,2,4,11,NaN,12,NaN
0,1,0,2,0,52,80,56,86,NaN,NaN,1,1,4,NaN,0,NaN
0,0,0,0,0,8,17,19,68,NaN,NaN,3,7,1,NaN,0,NaN
1,0,1,0,0,14,35,29,10,NaN,NaN,0,4,0,NaN,3,NaN
1,0,3,2,0,9,12,23,3,NaN,NaN,7,4,40,NaN,3,NaN
0,0,0,0,0,0,0,15,34,NaN,NaN,4,11,6,NaN,43,NaN
0,2,0,0,30,24,0,9,1,NaN,NaN,19,2,1,NaN,11,NaN
0,0,0,0,0,23,4,9,21,NaN,NaN,1,9,4,NaN,0,NaN
0,0,0,0,19,3,4,13,8,NaN,NaN,6,3,1,NaN,49,NaN
0,0,1,3,32,78,40,35,20,NaN,NaN,9,8,11,NaN,1,NaN
0,0,0,0,23,8,80,25,35,NaN,NaN,0,0,25,NaN,51,NaN
2,0,0,0,24,18,66,4,30,NaN,NaN,7,1,1,NaN,3,NaN
0,0,0,0,30,18,24,54,29,NaN,NaN,22,0,1,NaN,0,NaN
0,0,0,0,0,12,56,39,10,NaN,NaN,2,1,0,NaN,14,NaN
1,1,0,0,0,18,24,63,21,NaN,NaN,9,1,4,NaN,21,NaN
1,0,0,0,5,1,25,17,15,NaN,NaN,5,0,2,NaN,27,NaN
0,1,0,1,24,4,11,2,9,NaN,NaN,2,5,1,NaN,5,NaN
0,0,0,0,13,55,45,0,21,NaN,NaN,3,1,4,NaN,26,NaN
1,0,0,0,0,0,33,47,80,NaN,NaN,2,3,1,NaN,0,NaN
0,0,0,0,10,1,22,38,26,NaN,NaN,1,1,10,NaN,7,NaN
0,2,1,0,2,16,0,44,35,NaN,NaN,8,3,5,NaN,2,NaN
0,0,0,2,0,9,0,1,63,NaN,NaN,17,28,2,NaN,4,NaN
0,0,1,0,27,2,1,26,8,NaN,NaN,43,1,1,NaN,0,NaN
3,0,0,0,0,0,25,9,19,NaN,NaN,1,2,6,NaN,2,NaN
0,0,1,2,21,54,35,21,37,NaN,NaN,4,2,6,NaN,0,NaN
0,0,0,0,12,1,1,7,32,NaN,NaN,1,1,0,NaN,1,NaN
1,1,1,0,0,0,0,0,0,NaN,NaN,0,0,8,NaN,0,NaN
1,0,0,1,3,3,58,68,95,NaN,NaN,0,0,3,NaN,0,NaN
2,1,0,1,16,0,19,29,3,NaN,NaN,0,0,10,NaN,0,NaN
0,0,0,1,23,0,0,7,34,NaN,NaN,8,3,2,NaN,0,NaN
0,2,2,0,0,1,23,51,9,NaN,NaN,0,2,15,NaN,2,NaN
0,1,0,2,1,12,52,2,44,NaN,NaN,5,7,5,NaN,4,NaN
0,0,0,0,2,42,2,1,41,NaN,NaN,0,0,3,NaN,7,NaN
0,0,0,0,5,3,33,15,3,NaN,NaN,31,1,0,NaN,2,NaN
0,0,1,4,0,16,10,17,20,NaN,NaN,0,4,0,NaN,0,NaN
0,0,1,1,2,52,4,0,29,NaN,NaN,2,1,0,NaN,14,NaN
1,0,1,6,20,4,0,31,10,NaN,NaN,8,1,14,NaN,5,NaN
0,0,0,1,3,19,43,3,42,NaN,NaN,21,4,0,NaN,14,NaN
0,0,0,0,13,11,54,36,37,NaN,NaN,1,0,0,NaN,14,NaN
0,0,0,0,5,20,8,30,17,NaN,NaN,0,1,1,NaN,6,NaN
0,1,0,1,5,17,41,0,33,NaN,NaN,1,1,8,NaN,0,NaN
0,0,1,1,0,2,1,36,15,NaN,NaN,8,1,0,NaN,3,NaN
0,0,0,1,1,5,8,9,7,NaN,NaN,28,3,28,NaN,6,NaN
2,0,0,0,2,17,51,13,34,NaN,NaN,6,4,2,NaN,0,NaN
1,0,0,1,6,5,32,17,58,NaN,NaN,1,3,8,NaN,2,NaN
0,0,0,0,32,12,3,20,14,NaN,NaN,1,7,19,NaN,0,NaN
0,0,2,1,0,16,0,7,1,NaN,NaN,15,2,0,NaN,1,NaN
0,0,1,5,8,10,63,51,21,NaN,NaN,2,12,2,NaN,2,NaN
0,0,0,1,0,18,0,1,29,NaN,NaN,9,11,1,NaN,15,NaN
1,1,0,8,28,20,49,20,24,NaN,NaN,25,0,5,NaN,0,NaN
0,0,0,0,0,48,0,15,49,NaN,NaN,26,3,0,NaN,0,NaN
0,0,0,1,1,10,60,47,37,NaN,NaN,17,1,1,NaN,0,NaN
0,1,0,0,0,8,0,42,7,NaN,NaN,23,1,1,NaN,2,NaN
10,0,3,7,0,7,30,0,5,NaN,NaN,25,6,1,NaN,4,NaN
0,0,0,0,1,40,59,6,49,NaN,NaN,15,8,0,NaN,11,NaN
0,0,1,0,1,2,3,49,26,NaN,NaN,0,0,1,NaN,1,NaN
1,1,0,1,23,0,28,34,5,NaN,NaN,5,7,16,NaN,1,NaN
0,0,1,0,1,29,101,2,16,NaN,NaN,7,0,1,NaN,10,NaN
0,0,0,1,0,56,2,96,17,NaN,NaN,5,11,2,NaN,1,NaN
0,0,0,0,1,1,1,6,2,NaN,NaN,12,19,9,NaN,0,NaN
0,0,0,1,0,1,93,34,2,NaN,NaN,8,3,0,NaN,10,NaN
0,0,2,1,18,17,52,9,11,NaN,NaN,2,8,0,NaN,1,NaN
1,1,0,0,0,33,70,32,36,NaN,NaN,55,14,1,NaN,8,NaN
0,2,0,0,9,17,12,21,26,NaN,NaN,6,1,0,NaN,1,NaN
0,0,0,2,1,15,2,91,11,NaN,NaN,2,2,1,NaN,0,NaN
2,1,0,0,45,15,5,25,4,NaN,NaN,4,7,NaN,NaN,2,NaN
0,0,0,0,1,7,1,15,14,NaN,NaN,1,0,NaN,NaN,1,NaN
0,1,0,2,0,13,1,20,12,NaN,NaN,68,0,NaN,NaN,1,NaN
0,0,1,0,10,0,7,58,13,NaN,NaN,35,1,NaN,NaN,7,NaN
0,0,0,0,5,3,3,19,23,NaN,NaN,5,0,NaN,NaN,1,NaN
0,0,0,1,18,0,4,1,60,NaN,NaN,2,1,NaN,NaN,3,NaN
2,0,0,1,1,3,0,5,1,NaN,NaN,8,4,NaN,NaN,10,NaN
0,0,0,0,0,28,33,42,51,NaN,NaN,10,1,NaN,NaN,3,NaN
