0min,1min,2min,4min,6min,8min,10min,15min,20min,25min,30min,35min,40min,45min,50min,55min,60min
0,0,0,0,1,0,30,2,35,56,37,3,8,0,0,0,0
0,0,0,0,0,0,0,46,36,56,71,2,9,0,0,0,0
0,0,0,0,0,5,8,31,48,15,0,0,0,0,0,0,0
0,0,0,0,7,14,0,29,97,21,82,6,3,0,0,0,0
0,0,0,0,0,0,22,67,35,9,58,6,10,0,0,0,1
0,0,0,0,0,2,44,33,33,7,99,32,0,0,2,0,0
0,0,0,0,0,1,17,52,32,45,35,29,0,0,0,1,0
0,0,0,0,0,0,20,48,25,1,33,6,3,0,1,0,0
0,0,0,0,6,5,5,15,88,18,8,42,14,0,0,0,0
0,0,0,0,0,8,40,27,22,22,0,2,0,0,0,0,0
0,0,0,0,0,0,8,16,33,21,25,10,6,0,0,0,0
0,0,0,0,0,0,15,22,78,73,12,8,6,0,1,0,1
0,0,0,0,0,1,27,0,55,57,82,3,8,0,0,0,0
0,0,0,0,0,8,20,45,42,32,36,32,1,0,0,0,0
0,0,0,0,0,13,13,21,18,47,34,56,5,0,0,0,0
0,0,0,0,0,1,15,39,17,16,83,8,0,0,1,1,0
0,0,0,1,4,0,0,56,5,60,21,11,6,0,0,0,0
0,0,0,0,1,1,39,30,0,5,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,40,44,56,14,1,0,0,0,0
0,0,0,0,10,0,27,0,17,27,4,4,1,0,0,0,0
0,0,0,0,0,0,4,34,37,69,25,2,0,0,0,0,0
0,0,0,0,0,11,5,37,35,45,59,26,0,0,0,0,0
0,0,0,0,0,8,18,50,27,18,97,30,0,0,0,0,0
0,0,0,0,0,1,53,44,27,33,0,30,2,0,0,0,0
0,0,0,0,0,6,0,40,0,38,10,25,0,2,0,0,0
0,0,0,0,0,0,25,30,43,55,46,1,9,0,0,0,0
0,0,0,0,0,9,35,25,44,11,11,5,3,0,0,0,0
0,0,0,0,0,0,31,32,94,102,0,11,10,0,1,0,0
0,0,0,0,0,0,1,35,31,56,36,6,2,0,0,0,0
0,0,0,0,0,3,7,3,56,19,33,71,2,0,0,0,0
0,0,0,0,0,1,20,68,23,0,46,25,3,0,0,0,0
0,0,0,0,6,0,26,46,8,32,36,6,4,0,0,0,0
0,0,0,0,0,4,0,13,94,38,48,1,2,0,0,0,0
0,0,0,0,0,20,7,17,46,37,4,13,0,0,0,0,1
0,0,0,0,1,1,17,0,119,51,36,8,0,0,0,0,0
0,0,0,0,4,3,24,1,30,36,61,2,0,0,1,0,0
0,0,0,0,0,0,47,28,38,32,17,11,4,0,0,0,0
0,0,0,0,3,0,17,3,45,13,42,31,1,1,0,0,0
0,0,0,0,0,3,0,20,1,77,2,29,17,1,0,0,0
0,0,0,0,0,0,9,0,49,39,13,11,15,0,0,0,0
0,0,0,0,0,17,5,14,115,3,18,8,1,0,0,0,0
0,0,0,0,0,0,1,49,49,36,26,11,3,0,2,0,0
0,0,0,0,0,0,0,0,110,15,10,33,20,0,7,0,0
0,0,0,0,4,2,0,37,82,42,31,6,2,0,1,0,0
0,0,0,0,2,4,14,29,31,35,8,23,0,0,0,0,2
0,0,0,0,0,13,40,0,17,42,4,6,1,0,0,0,0
0,0,0,0,0,0,9,25,94,14,12,4,2,0,0,0,0
0,0,0,0,0,2,39,26,17,11,5,33,10,0,0,0,0
0,0,0,0,0,0,15,9,0,20,21,2,1,0,0,1,0
0,0,0,0,1,5,61,13,13,37,55,21,2,0,0,0,0
0,0,0,0,0,0,0,55,20,73,76,20,2,0,0,0,0
0,0,0,0,5,0,2,6,28,60,45,0,2,0,1,0,0
0,0,0,0,4,0,0,4,44,9,77,9,1,0,0,0,0
0,0,0,0,0,0,8,0,40,17,28,4,11,0,0,0,0
0,0,0,0,0,3,25,11,31,31,46,7,0,0,0,0,0
0,0,0,0,0,0,0,0,41,26,44,5,4,0,0,0,0
0,0,0,0,0,5,28,0,35,44,86,25,3,0,0,0,0
0,0,0,0,0,3,14,80,2,29,36,2,0,0,0,0,0
0,0,0,0,0,1,25,0,101,19,84,1,0,0,0,1,0
0,0,0,0,0,10,4,22,44,19,24,0,4,0,0,0,0
0,0,0,0,0,4,19,29,90,5,23,6,0,0,0,0,0
0,0,0,0,0,1,6,58,98,23,0,15,8,0,0,0,0
0,0,0,0,4,0,5,5,65,3,76,26,2,0,0,0,0
0,0,0,0,0,0,22,36,45,0,70,0,0,0,0,0,0
0,0,0,0,0,2,15,36,65,48,9,16,0,0,0,0,0
0,0,0,0,0,0,30,56,59,0,25,21,0,0,0,0,0
0,0,0,0,0,6,0,48,19,8,59,13,0,0,0,0,0
0,0,0,0,0,0,22,53,59,6,36,28,3,0,0,0,0
0,0,0,0,0,2,0,29,18,19,45,0,0,0,0,0,0
0,0,0,0,0,26,16,31,24,40,37,0,2,0,0,0,0
0,0,0,0,0,0,16,1,69,67,11,17,0,0,0,0,0
0,0,0,1,0,12,0,20,116,15,0,9,1,0,0,0,0
0,0,0,0,0,14,2,0,34,35,10,0,2,0,0,0,0
0,0,0,0,0,0,3,50,72,0,14,1,1,0,0,0,0
0,0,0,0,0,16,0,56,36,24,43,20,15,0,0,0,0
0,0,0,0,0,1,3,60,59,27,48,0,1,0,0,0,0
0,0,0,0,0,12,44,24,99,30,72,11,0,0,0,0,0
0,0,0,0,0,1,28,0,34,73,7,0,0,0,0,0,0
0,0,0,0,15,0,2,25,52,17,14,52,4,0,0,0,0
0,0,0,0,0,0,0,12,66,60,36,29,0,0,0,0,0
0,0,0,0,0,0,15,91,74,22,15,12,8,0,0,0,0
0,0,0,0,0,0,15,12,70,32,58,4,0,0,0,0,0
0,0,0,1,1,0,1,22,9,63,37,3,9,0,1,0,0
0,0,0,0,0,1,0,2,24,40,0,5,7,0,0,0,0
