0min,NaNmin,2min,4min,6min,8min,10min,15min,20min,25min,30min,35min,40min,45min,50min,55min,NaNmin
0,NaN,0,0,0,0,0,0,28,31,38,17,0,28,0,0,NaN
0,NaN,0,0,0,1,31,0,79,30,19,1,24,0,0,0,NaN
0,NaN,0,0,0,0,18,61,14,38,16,10,0,0,0,0,NaN
0,NaN,0,0,0,2,0,46,18,8,16,0,0,0,0,0,NaN
0,NaN,0,0,1,11,0,31,42,47,5,0,11,1,0,0,NaN
0,NaN,0,0,0,29,0,56,6,15,51,0,0,1,1,0,NaN
0,NaN,0,0,0,25,3,26,0,32,7,1,0,0,0,0,NaN
0,NaN,0,0,1,30,3,26,32,36,6,0,3,3,0,0,NaN
0,NaN,0,0,0,5,38,8,77,4,0,0,0,0,0,0,NaN
0,NaN,0,0,0,0,109,71,32,66,1,0,4,1,0,0,NaN
0,NaN,0,0,0,1,0,0,66,23,56,3,0,0,0,0,NaN
0,NaN,0,0,1,0,0,89,0,44,2,30,0,1,0,0,NaN
0,NaN,0,0,0,22,0,0,72,38,40,1,1,1,0,0,NaN
0,NaN,0,0,0,16,95,1,33,83,1,0,8,0,2,0,NaN
0,NaN,0,0,0,1,47,7,42,49,0,3,0,1,0,0,NaN
0,NaN,0,0,0,1,0,19,93,8,8,10,2,0,0,0,NaN
0,NaN,0,0,3,0,46,0,34,55,29,1,0,0,0,0,NaN
0,NaN,0,0,1,1,39,4,28,54,35,0,1,1,0,0,NaN
0,NaN,0,0,0,5,67,0,73,16,6,0,1,0,0,0,NaN
0,NaN,0,0,0,0,0,7,9,44,12,4,1,0,0,0,NaN
0,NaN,0,0,0,0,61,37,20,60,16,12,0,0,0,0,NaN
0,NaN,0,0,0,4,72,17,49,43,1,1,0,0,0,0,NaN
0,NaN,0,0,0,15,0,26,47,46,0,1,1,1,0,0,NaN
0,NaN,0,0,1,0,0,65,61,5,20,6,0,0,0,0,NaN
0,NaN,0,0,9,0,0,74,54,81,6,0,3,0,0,0,NaN
0,NaN,0,0,0,12,63,0,53,121,0,0,1,0,0,0,NaN
0,NaN,0,0,0,1,8,0,85,14,11,0,1,0,0,2,NaN
0,NaN,0,0,1,0,47,36,3,44,0,3,2,1,0,0,NaN
0,NaN,0,0,1,7,54,101,1,29,51,0,1,0,4,0,NaN
0,NaN,0,0,0,17,7,45,48,41,4,0,0,0,0,0,NaN
0,NaN,0,0,0,2,13,0,50,15,8,1,0,0,0,1,NaN
0,NaN,0,0,14,0,67,46,32,6,9,0,2,0,0,0,NaN
0,NaN,0,0,0,0,0,22,1,43,0,21,0,1,0,0,NaN
0,NaN,0,0,0,11,0,0,47,20,23,5,5,0,0,0,NaN
0,NaN,0,0,3,0,0,0,47,23,10,5,7,0,0,0,NaN
0,NaN,0,0,2,0,53,29,50,53,0,8,0,0,3,0,NaN
0,NaN,0,0,0,0,54,22,65,5,0,2,1,0,1,0,NaN
0,NaN,0,0,0,10,4,0,0,6,2,24,0,1,0,0,NaN
0,NaN,0,0,11,18,17,20,30,63,7,11,0,0,0,0,NaN
0,NaN,0,0,0,0,0,36,60,29,9,1,0,0,0,0,NaN
0,NaN,0,0,3,0,0,58,26,18,10,12,1,1,0,0,NaN
0,NaN,0,0,1,1,0,0,116,52,0,0,3,0,0,0,NaN
0,NaN,0,0,0,5,0,0,63,1,6,0,8,3,0,0,NaN
0,NaN,0,0,0,13,0,16,64,54,15,1,2,20,0,0,NaN
0,NaN,0,0,0,16,70,0,61,79,1,2,22,0,0,0,NaN
0,NaN,0,0,5,19,2,6,14,0,0,29,7,0,0,0,NaN
0,NaN,0,0,0,0,6,6,27,0,3,0,0,0,0,0,NaN
0,NaN,0,0,2,1,0,36,0,111,23,3,2,1,0,0,NaN
0,NaN,0,0,0,0,28,75,34,3,3,0,8,0,0,0,NaN
0,NaN,0,0,0,2,27,27,24,48,57,15,1,0,0,0,NaN
0,NaN,0,0,18,8,9,49,53,50,4,1,0,22,0,0,NaN
0,NaN,0,0,0,0,0,48,90,41,0,24,3,0,0,0,NaN
0,NaN,0,0,0,1,34,10,88,77,47,9,0,0,0,0,NaN
0,NaN,0,0,0,1,0,33,56,41,19,9,0,6,0,0,NaN
0,NaN,0,0,0,10,0,0,9,51,2,0,0,3,0,0,NaN
0,NaN,0,0,1,0,33,0,19,29,9,18,1,0,0,0,NaN
0,NaN,0,0,0,0,40,66,8,34,2,5,2,0,0,0,NaN
0,NaN,0,0,0,34,8,3,11,82,35,0,0,0,0,0,NaN
0,NaN,0,0,0,0,37,2,8,22,21,4,0,0,0,1,NaN
0,NaN,0,0,0,9,14,17,35,87,9,24,2,0,0,1,NaN
0,NaN,0,0,0,0,41,31,53,8,10,0,0,0,0,0,NaN
0,NaN,0,0,0,41,0,33,14,37,17,3,1,0,0,0,NaN
0,NaN,0,1,0,16,0,23,41,16,8,0,0,2,0,0,NaN
0,NaN,0,0,0,0,73,85,74,59,2,14,0,2,0,0,NaN
0,NaN,0,0,1,1,25,62,49,60,0,4,0,0,0,0,NaN
0,NaN,0,0,3,40,97,14,27,27,2,12,3,0,1,0,NaN
0,NaN,0,0,9,4,10,16,46,45,6,0,11,0,0,0,NaN
0,NaN,0,0,0,2,9,27,87,69,4,16,3,0,0,0,NaN
0,NaN,0,0,0,11,17,2,62,21,0,0,0,5,0,0,NaN
0,NaN,0,0,0,19,0,19,38,5,3,0,0,0,0,0,NaN
0,NaN,0,1,0,0,5,37,50,35,10,4,4,0,0,0,NaN
0,NaN,0,0,0,2,45,57,62,48,7,1,0,0,0,0,NaN
0,NaN,0,0,0,21,13,16,51,47,25,7,0,4,0,10,NaN
0,NaN,0,0,0,15,0,18,60,57,19,17,22,0,0,0,NaN
0,NaN,0,0,0,10,11,7,57,79,1,16,0,0,0,0,NaN
0,NaN,0,0,0,0,0,1,36,50,6,5,0,0,0,0,NaN
0,NaN,0,0,0,22,0,27,40,52,11,0,5,0,0,0,NaN
0,NaN,0,0,0,18,26,43,1,126,3,0,0,0,1,0,NaN
0,NaN,0,0,1,0,1,5,64,50,12,6,4,0,0,1,NaN
0,NaN,0,0,8,5,0,1,56,19,1,5,0,1,0,0,NaN
0,NaN,0,0,0,1,0,32,43,39,4,0,3,0,0,0,NaN
0,NaN,0,0,0,33,2,54,3,28,0,8,0,0,0,0,NaN
0,NaN,0,0,0,0,42,52,8,0,10,6,2,1,0,0,NaN
0,NaN,0,0,0,1,1,22,3,28,0,1,0,0,0,0,NaN
0,NaN,0,0,1,0,0,15,44,2,9,12,0,1,0,0,NaN
0,NaN,0,0,0,0,2,27,29,39,20,8,0,2,0,0,NaN
0,NaN,0,0,3,1,15,25,38,7,0,0,0,3,0,0,NaN
0,NaN,0,0,0,0,0,25,29,10,25,0,0,0,0,0,NaN
8,NaN,0,0,0,11,0,33,31,60,39,1,1,0,0,0,NaN
0,NaN,0,0,0,2,32,52,49,6,16,0,9,0,0,0,NaN
0,NaN,0,0,0,0,1,45,39,81,28,0,0,0,1,0,NaN
0,NaN,0,0,0,0,0,55,37,4,8,0,1,0,0,0,NaN
0,NaN,0,0,0,11,0,20,72,26,0,0,0,0,1,0,NaN
0,NaN,0,1,0,1,2,37,22,38,12,0,0,0,0,0,NaN
0,NaN,0,0,2,0,23,0,17,41,0,2,2,0,0,0,NaN
0,NaN,0,0,0,1,10,64,40,20,2,1,0,0,0,0,NaN
0,NaN,0,0,1,1,0,34,7,35,11,1,8,0,0,0,NaN
0,NaN,0,0,7,0,28,7,49,26,0,1,1,0,0,0,NaN
0,NaN,0,0,0,1,3,7,80,109,8,1,3,1,0,0,NaN
0,NaN,0,0,0,0,20,0,21,20,0,11,3,0,0,0,NaN
0,NaN,0,0,1,10,9,74,18,36,0,1,2,16,0,0,NaN
